PSV;60
BVB;58
AVL;57
BAR;56
PSG;55
SCP;55
POR;53
B04;53
INT;53
MCI;53
LIV;52
ACM;52
RBL;52
TOT;51
JUV;51
RMA;48
ATM;48
BAY;45
NAP;44
ARS;41
